# SCAN_PARAMETERS
# scan_start: 2025-08-08T23:52:07.557284
# download_threshold: 10000, max_file_size_gb: 5.0, rate_limit_delay: 1.5, max_workers: 4
# target_extensions: .bin,.caffemodel,.coreml,.dlc,.ggjt,.ggmf,.ggml,.gguf,.h5,.keras,.llamafile,.mar,.mlmodel,.onnx,.pb,.pkl,.pt,.pt2,.pth,.ptl,.safetensors,.tflite
# output_format: error log
# END_PARAMETERS
repo_id,filename,error_type,reason,timestamp
Wan-AI/Wan2.1-T2V-14B,diffusion_pytorch_model-00005-of-00006.safetensors,file_too_large,File size 9.2GB exceeds limit,2025-08-09T01:10:23.782717
opensourcerelease/DeepSeek-V3-bf16,model-00117-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:23.925208
opensourcerelease/DeepSeek-V3-bf16,model-00118-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:25.464381
Wan-AI/Wan2.1-T2V-14B,diffusion_pytorch_model-00006-of-00006.safetensors,file_too_large,File size 7.4GB exceeds limit,2025-08-09T01:10:25.991165
opensourcerelease/DeepSeek-V3-bf16,model-00119-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:27.162351
Wan-AI/Wan2.1-T2V-14B,models_t5_umt5-xxl-enc-bf16.pth,file_too_large,File size 10.6GB exceeds limit,2025-08-09T01:10:28.467656
opensourcerelease/DeepSeek-V3-bf16,model-00120-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:29.075650
opensourcerelease/DeepSeek-V3-bf16,model-00121-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:31.613714
opensourcerelease/DeepSeek-V3-bf16,model-00123-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:34.968763
opensourcerelease/DeepSeek-V3-bf16,model-00124-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:38.721032
opensourcerelease/DeepSeek-V3-bf16,model-00125-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:41.533788
opensourcerelease/DeepSeek-V3-bf16,model-00126-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:43.278781
opensourcerelease/DeepSeek-V3-bf16,model-00127-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:44.835086
opensourcerelease/DeepSeek-V3-bf16,model-00128-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:46.512254
opensourcerelease/DeepSeek-V3-bf16,model-00129-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:48.078846
histai/hibou-L,model.safetensors,hash_extraction_failed,Could not extract hash using any method,2025-08-09T01:10:49.616873
opensourcerelease/DeepSeek-V3-bf16,model-00130-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:49.726842
opensourcerelease/DeepSeek-V3-bf16,model-00131-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:51.504548
opensourcerelease/DeepSeek-V3-bf16,model-00132-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:53.225840
opensourcerelease/DeepSeek-V3-bf16,model-00133-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:54.841458
opensourcerelease/DeepSeek-V3-bf16,model-00134-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:56.546759
opensourcerelease/DeepSeek-V3-bf16,model-00135-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:58.095883
opensourcerelease/DeepSeek-V3-bf16,model-00136-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:10:59.723906
opensourcerelease/DeepSeek-V3-bf16,model-00137-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:01.341054
opensourcerelease/DeepSeek-V3-bf16,model-00138-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:03.091671
opensourcerelease/DeepSeek-V3-bf16,model-00139-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:05.189520
opensourcerelease/DeepSeek-V3-bf16,model-00140-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:08.441646
opensourcerelease/DeepSeek-V3-bf16,model-00141-of-000163.safetensors,file_too_large,File size 5.9GB exceeds limit,2025-08-09T01:11:10.585066
opensourcerelease/DeepSeek-V3-bf16,model-00142-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:12.650074
opensourcerelease/DeepSeek-V3-bf16,model-00143-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:14.872246
opensourcerelease/DeepSeek-V3-bf16,model-00144-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:16.512556
opensourcerelease/DeepSeek-V3-bf16,model-00145-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:18.746432
opensourcerelease/DeepSeek-V3-bf16,model-00146-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:20.277372
opensourcerelease/DeepSeek-V3-bf16,model-00147-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:21.942558
opensourcerelease/DeepSeek-V3-bf16,model-00148-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:23.526731
opensourcerelease/DeepSeek-V3-bf16,model-00149-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:25.102803
opensourcerelease/DeepSeek-V3-bf16,model-00150-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:26.657151
opensourcerelease/DeepSeek-V3-bf16,model-00151-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:28.256645
opensourcerelease/DeepSeek-V3-bf16,model-00152-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:29.823885
opensourcerelease/DeepSeek-V3-bf16,model-00153-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:31.541474
opensourcerelease/DeepSeek-V3-bf16,model-00154-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:33.216176
opensourcerelease/DeepSeek-V3-bf16,model-00155-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:34.829850
opensourcerelease/DeepSeek-V3-bf16,model-00156-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:36.368449
opensourcerelease/DeepSeek-V3-bf16,model-00157-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:37.924268
opensourcerelease/DeepSeek-V3-bf16,model-00158-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:41.445845
opensourcerelease/DeepSeek-V3-bf16,model-00159-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:43.006031
opensourcerelease/DeepSeek-V3-bf16,model-00160-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:44.893763
opensourcerelease/DeepSeek-V3-bf16,model-00161-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:46.443600
opensourcerelease/DeepSeek-V3-bf16,model-00162-of-000163.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:11:47.991153
opensourcerelease/DeepSeek-V3-bf16,model-00163-of-000163.safetensors,file_too_large,File size 8.6GB exceeds limit,2025-08-09T01:11:49.530379
ai4bharat/indic-seamless,model-00001-of-00002.safetensors,hash_extraction_failed,Could not extract hash using any method,2025-08-09T01:12:28.534166
ai4bharat/indic-seamless,model-00002-of-00002.safetensors,hash_extraction_failed,Could not extract hash using any method,2025-08-09T01:12:30.394163
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-BF16.gguf,file_too_large,File size 27.1GB exceeds limit,2025-08-09T01:12:33.696764
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-F16.gguf,file_too_large,File size 27.1GB exceeds limit,2025-08-09T01:12:35.632421
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q3_K_M.gguf,file_too_large,File size 7.1GB exceeds limit,2025-08-09T01:12:37.195073
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q3_K_S.gguf,file_too_large,File size 6.5GB exceeds limit,2025-08-09T01:12:39.441392
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q4_0.gguf,file_too_large,File size 8.4GB exceeds limit,2025-08-09T01:12:40.985406
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q4_1.gguf,file_too_large,File size 9.1GB exceeds limit,2025-08-09T01:12:44.060890
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q4_K_M.gguf,file_too_large,File size 9.4GB exceeds limit,2025-08-09T01:12:45.618281
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q5_K_L.gguf,file_too_large,File size 5.6GB exceeds limit,2025-08-09T01:12:45.915654
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q4_K_S.gguf,file_too_large,File size 8.6GB exceeds limit,2025-08-09T01:12:47.280032
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q5_K_M.gguf,file_too_large,File size 5.3GB exceeds limit,2025-08-09T01:12:47.447784
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q5_0.gguf,file_too_large,File size 10.0GB exceeds limit,2025-08-09T01:12:48.844112
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q5_K_S.gguf,file_too_large,File size 5.2GB exceeds limit,2025-08-09T01:12:49.358863
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q5_1.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:12:50.383653
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q6_K.gguf,file_too_large,File size 6.1GB exceeds limit,2025-08-09T01:12:50.903229
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q5_K_M.gguf,file_too_large,File size 10.5GB exceeds limit,2025-08-09T01:12:51.959607
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q6_K_L.gguf,file_too_large,File size 6.4GB exceeds limit,2025-08-09T01:12:52.552367
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q5_K_S.gguf,file_too_large,File size 9.9GB exceeds limit,2025-08-09T01:12:53.513633
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-Q8_0.gguf,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:12:54.116959
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q6_K.gguf,file_too_large,File size 11.6GB exceeds limit,2025-08-09T01:12:55.077160
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-f32.gguf,file_too_large,File size 29.9GB exceeds limit,2025-08-09T01:12:55.800326
city96/Wan2.1-T2V-14B-gguf,wan2.1-t2v-14b-Q8_0.gguf,file_too_large,File size 14.8GB exceeds limit,2025-08-09T01:12:56.677601
TheBloke/Mistral-7B-Instruct-v0.2-GGUF,mistral-7b-instruct-v0.2.Q6_K.gguf,file_too_large,File size 5.5GB exceeds limit,2025-08-09T01:13:37.785609
TheBloke/Mistral-7B-Instruct-v0.2-GGUF,mistral-7b-instruct-v0.2.Q8_0.gguf,file_too_large,File size 7.2GB exceeds limit,2025-08-09T01:13:39.333450
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-BF16.gguf,file_too_large,File size 43.9GB exceeds limit,2025-08-09T01:13:49.997882
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-IQ4_NL.gguf,file_too_large,File size 12.5GB exceeds limit,2025-08-09T01:13:51.611149
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-IQ4_XS.gguf,file_too_large,File size 11.9GB exceeds limit,2025-08-09T01:13:53.142891
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q2_K.gguf,file_too_large,File size 8.3GB exceeds limit,2025-08-09T01:13:54.678982
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q2_K_L.gguf,file_too_large,File size 8.4GB exceeds limit,2025-08-09T01:13:56.217812
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q3_K_M.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:13:57.761343
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q3_K_S.gguf,file_too_large,File size 9.7GB exceeds limit,2025-08-09T01:13:59.300970
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q4_0.gguf,file_too_large,File size 12.6GB exceeds limit,2025-08-09T01:14:00.912700
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q4_1.gguf,file_too_large,File size 13.9GB exceeds limit,2025-08-09T01:14:02.467682
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q4_K_M.gguf,file_too_large,File size 13.3GB exceeds limit,2025-08-09T01:14:04.001497
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q4_K_S.gguf,file_too_large,File size 12.6GB exceeds limit,2025-08-09T01:14:05.537912
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q5_K_M.gguf,file_too_large,File size 15.6GB exceeds limit,2025-08-09T01:14:07.072559
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q5_K_S.gguf,file_too_large,File size 15.2GB exceeds limit,2025-08-09T01:14:08.616938
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q6_K.gguf,file_too_large,File size 18.0GB exceeds limit,2025-08-09T01:14:10.153820
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-Q8_0.gguf,file_too_large,File size 23.3GB exceeds limit,2025-08-09T01:14:11.774669
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-IQ1_M.gguf,file_too_large,File size 5.6GB exceeds limit,2025-08-09T01:14:13.310753
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-IQ1_S.gguf,file_too_large,File size 5.2GB exceeds limit,2025-08-09T01:14:14.850657
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-IQ2_M.gguf,file_too_large,File size 7.7GB exceeds limit,2025-08-09T01:14:17.889207
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-IQ2_XXS.gguf,file_too_large,File size 6.3GB exceeds limit,2025-08-09T01:14:19.438049
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-IQ3_XXS.gguf,file_too_large,File size 8.8GB exceeds limit,2025-08-09T01:14:20.997921
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q2_K_XL.gguf,file_too_large,File size 8.7GB exceeds limit,2025-08-09T01:14:22.556083
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q3_K_XL.gguf,file_too_large,File size 11.0GB exceeds limit,2025-08-09T01:14:24.102453
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL.gguf,file_too_large,File size 13.5GB exceeds limit,2025-08-09T01:14:25.689365
meta-llama/Llama-Prompt-Guard-2-86M,model.safetensors,hash_extraction_failed,Could not extract hash using any method,2025-08-09T01:14:26.861147
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q5_K_XL.gguf,file_too_large,File size 15.6GB exceeds limit,2025-08-09T01:14:27.264455
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q6_K_XL.gguf,file_too_large,File size 19.4GB exceeds limit,2025-08-09T01:14:28.880434
deepseek-ai/DeepSeek-V2,model-00001-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:29.398328
unsloth/Mistral-Small-3.2-24B-Instruct-2506-GGUF,Mistral-Small-3.2-24B-Instruct-2506-UD-Q8_K_XL.gguf,file_too_large,File size 27.0GB exceeds limit,2025-08-09T01:14:30.562494
deepseek-ai/DeepSeek-V2,model-00002-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:32.036292
deepseek-ai/DeepSeek-V2,model-00003-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:34.249193
deepseek-ai/DeepSeek-V2,model-00004-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:35.813567
deepseek-ai/DeepSeek-V2,model-00005-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:38.117686
deepseek-ai/DeepSeek-V2,model-00006-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:39.998750
deepseek-ai/DeepSeek-V2,model-00007-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:41.532370
deepseek-ai/deepseek-vl2-tiny,model-00001-of-000001.safetensors,file_too_large,File size 6.3GB exceeds limit,2025-08-09T01:14:42.740819
deepseek-ai/DeepSeek-V2,model-00008-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:43.458570
deepseek-ai/DeepSeek-V2,model-00009-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:45.042869
deepseek-ai/DeepSeek-V2,model-00010-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:46.799979
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ2_M.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:14:49.457421
deepseek-ai/DeepSeek-V2,model-00011-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:50.107497
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ2_S.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:14:51.120626
deepseek-ai/DeepSeek-V2,model-00012-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:52.389400
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00001-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:14:52.599213
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ2_XS.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:14:52.714475
deepseek-ai/DeepSeek-V2,model-00013-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:53.954100
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00002-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:14:54.195160
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ2_XXS.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:14:54.445417
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00003-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:14:55.740674
deepseek-ai/DeepSeek-V2,model-00014-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:56.004503
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ3_M.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:14:56.336973
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00004-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:14:57.294319
deepseek-ai/DeepSeek-V2,model-00015-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:57.546431
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ3_XS.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:14:57.920589
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00005-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:14:58.839002
deepseek-ai/DeepSeek-V2,model-00016-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:14:59.096084
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ3_XXS.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:14:59.488924
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00006-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:00.397146
deepseek-ai/DeepSeek-V2,model-00017-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:00.740402
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ4_NL.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:01.164644
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00007-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:02.156986
deepseek-ai/DeepSeek-V2,model-00018-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:02.295710
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-IQ4_XS.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:02.737393
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00008-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:03.715965
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-MXFP4.gguf,file_too_large,File size 11.3GB exceeds limit,2025-08-09T01:15:04.319545
deepseek-ai/DeepSeek-V2,model-00019-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:04.537753
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00009-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:05.267889
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q2_K.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:05.866245
deepseek-ai/DeepSeek-V2,model-00020-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:06.136109
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00010-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:06.808912
deepseek-ai/DeepSeek-V2,model-00021-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:07.698958
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q2_K_L.gguf,file_too_large,File size 11.0GB exceeds limit,2025-08-09T01:15:07.711846
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00011-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:08.422783
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q3_K_L.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:15:09.269169
deepseek-ai/DeepSeek-V2,model-00022-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:09.743548
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00012-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:09.990500
deepseek-ai/DeepSeek-V2,model-00023-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:11.309253
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q3_K_M.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:11.314470
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00013-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:11.527166
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q3_K_S.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:12.956672
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00014-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:13.091297
deepseek-ai/DeepSeek-V2,model-00024-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:13.302186
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q3_K_XL.gguf,file_too_large,File size 11.0GB exceeds limit,2025-08-09T01:15:14.498359
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00015-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:14.689875
deepseek-ai/DeepSeek-V2,model-00025-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:15.377131
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q4_0.gguf,file_too_large,File size 10.7GB exceeds limit,2025-08-09T01:15:16.256571
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00016-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:16.300904
deepseek-ai/DeepSeek-V2,model-00026-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:17.518298
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q4_1.gguf,file_too_large,File size 10.8GB exceeds limit,2025-08-09T01:15:17.824758
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00017-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:17.842077
deepseek-ai/DeepSeek-V2,model-00027-of-000055.safetensors,file_too_large,File size 8.0GB exceeds limit,2025-08-09T01:15:20.606406
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,model-00018-of-00049.safetensors,file_too_large,File size 9.3GB exceeds limit,2025-08-09T01:15:20.929405
bartowski/openai_gpt-oss-20b-GGUF,openai_gpt-oss-20b-Q4_K_L.gguf,file_too_large,File size 11.1GB exceeds limit,2025-08-09T01:15:21.269521
